Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
18-25771,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/09/2018,11/21/2019,09215017600,WINGSTOP,,2113  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2113 ELLISTON PL
NASHVILLE, TN 37203
(36.151985, -86.803387)"
19-26348,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/06/2019,11/21/2019,04212007300,HIGHTAIL #6607,,101  GALLATIN PIKE N,MADISON,TN,37115.00000,8,37010402,"101 GALLATIN PIKE N
MADISON, TN 37115
(36.263428, -86.711777)"
19-26316,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/11/2019,11/21/2019,08102020000,EZ MART,10944 Edes Ave,2610  CLARKSVILLE PIKE,NASHVILLE,TN,37208.00000,2,37013700,"2610 CLARKSVILLE PIKE
NASHVILLE, TN 37208
(36.186808, -86.819566)"
20-26534,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/10/2020,04/23/2020,093064B00100CO,PALM RESTAURANT-NASHVILLE,,140  5TH AVE S,NASHVILLE,TN,37201.00000,19,37019500,"140 5TH AVE S
NASHVILLE, TN 37201
(36.159159, -86.777556)"
19-26353,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/06/2019,11/21/2019,10801004200,HIGHTAIL #8801,,580  DONELSON PIKE,NASHVILLE,TN,37214.00000,15,37015100,"580 DONELSON PIKE
NASHVILLE, TN 37214
(36.143287, -86.666754)"
18-25766,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/07/2018,07/12/2019,07300003200,GAYLORD OPRYLAND HOTEL - SOUNDWAVES,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
19-26020,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/08/2019,07/12/2019,11710011100,Courtyard by Marriott Green Hills,,3800  BEDFORD AVE,NASHVILLE,TN,37215.00000,25,37017901,"3800 BEDFORD AVE
NASHVILLE, TN 37215
(36.109442, -86.81974)"
19-26351,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/06/2019,11/21/2019,06409011200,HIGHTAIL #7206,,4210  OLD HICKORY BLVD,OLD HICKORY,TN,37138.00000,11,37010502,"4210 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.222671, -86.625419)"
19-26177,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/30/2019,08/29/2019,08309021400,BOSTON COMMONS,,1008A  WOODLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"1008A WOODLAND ST
NASHVILLE, TN 37206
(36.177125, -86.750965)"
19-26137,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/10/2019,08/29/2019,10700011000,"BARRIQUE BREWING AND BLENDING, LLC",,1821  AIR LANE DR,NASHVILLE,TN,37210.00000,15,37019600,"1821 AIR LANE DR
NASHVILLE, TN 37210
(36.144838, -86.704087)"
20-26467,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/03/2020,09/03/2020,14800029500,FAMILY DOLLAR STORE# 25657,Lonnie McCaffety,955  RICHARDS RD,ANTIOCH,TN,37013.00000,28,37015615,"955 RICHARDS RD
ANTIOCH, TN 37013
(36.069147, -86.682865)"
20-27026,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/24/2020,03/01/2021,07103008000,FLAG STORE MARKET & VAPE,,2511  DICKERSON PIKE,NASHVILLE,TN,37207.00000,8,37011001,"2511 DICKERSON PIKE
NASHVILLE, TN 37207
(36.211628, -86.7652)"
20-26485,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2020,04/24/2020,08104026400,Holiday Inn Express,,301  CLAY ST,NASHVILLE,TN,37208.00000,21,37013700,"301 CLAY ST
NASHVILLE, TN 37208
(36.188357, -86.795528)"
19-25835,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/14/2019,07/17/2019,08108041400,THE LOCAL DISTRO,William A. Radford,614  GARFIELD ST,NASHVILLE,TN,37208.00000,19,37019400,"614 GARFIELD ST
NASHVILLE, TN 37208
(36.181208, -86.794852)"
19-26098,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/21/2019,08/29/2019,14200020900,U.S. BORDER CANTINA,,7105  HIGHWAY 70  S,NASHVILLE,TN,37221.00000,34,37018404,"7105 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.074158, -86.922316)"
18-25780,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2018,08/29/2019,07111000500,THE DIVE MOTEL,"George Hal Lyon Porter, Jr.",1414  DICKERSON PIKE,NASHVILLE,TN,37207.00000,5,37011300,"1414 DICKERSON PIKE
NASHVILLE, TN 37207
(36.199118, -86.770413)"
19-26099,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/21/2019,08/29/2019,09306403100,JOHNNY CASH'S KITCHEN & SALOON,,121  3RD AVE S,NASHVILLE,TN,37201.00000,19,37019500,"121 3RD AVE S
NASHVILLE, TN 37201
(36.16082, -86.775492)"
20-26944,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2020,03/01/2021,05108002000,FAMILY DOLLAR #22297,,1152  GALLATIN PIKE S,MADISON,TN,37115.00000,8,37010702,"1152 GALLATIN PIKE S
MADISON, TN 37115
(36.248915, -86.719724)"
21-27144,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,04/30/2021,12006004900,7-ELEVEN 41084H,David Seltzer,1309  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,13,37015700,"1309 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.115935, -86.696269)"
21-27078,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/09/2021,04/30/2021,04211003000,GRAMS,Edward Gray,632  OLD HICKORY BLVD W,MADISON,TN,37115.00000,8,37010801,"632 OLD HICKORY BLVD W
MADISON, TN 37115
(36.264372, -86.729318)"
19-26157,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/19/2019,08/29/2019,10308005400,NEIGHBORS SYLVAN PARK,,4425  MURPHY RD,NASHVILLE,TN,37209.00000,24,37013400,"4425 MURPHY RD
NASHVILLE, TN 37209
(36.141014, -86.840092)"
19-26126,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/01/2019,08/29/2019,10408016100,ZA WOOD-FIRED PIZZA,,2005  BELCOURT AVE,NASHVILLE,TN,37212.00000,18,37016400,"2005 BELCOURT AVE
NASHVILLE, TN 37212
(36.136776, -86.799682)"
19-25888,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/20/2019,08/29/2019,07107026100,LOVE'S TRAVEL STOP #429,"Doug Stussi, Frank C Love 24.8008%, Gregory M Love  24.8008%, Jennifer L Meyer  24.8008%, Judith M Love  .3980%, Kris Rogers, Laura Love 24.8008%, Shane Wharton, Thomas E Love  .3988%",130 W TRINITY LN,NASHVILLE,TN,37207.00000,5,37011300,"130 W TRINITY LN
NASHVILLE, TN 37207
(36.206141, -86.771828)"
21-27074,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/04/2021,05/14/2021,10600003100,LA MEXICANA MARKET,,989  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,16,37015802,"989 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.129361, -86.714611)"
21-27134,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,05/14/2021,08104022500,7-ELEVEN 41045H,DAVID SELTZER,2022  ROSA L PARKS BLVD,NASHVILLE,TN,37228.00000,2,37013700,"2022 ROSA L PARKS BLVD
NASHVILLE, TN 37228
(36.188388, -86.79842)"
21-27048,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/16/2021,05/14/2021,083060C01300CO,"EASTWOOD DELI CO, LLC",Stefanie Kisselburg -50% ownership,1896  EASTLAND AVE,NASHVILLE,TN,37206.00000,6,37012100,"1896 EASTLAND AVE
NASHVILLE, TN 37206
(36.182609, -86.735366)"
20-26446,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/22/2020,04/27/2020,13400022100,Marisqueria Vallarta Mexican Grill,Armando Zaragoza,346  HARDING PL,NASHVILLE,TN,37211.00000,13,37015613,"346 HARDING PL
NASHVILLE, TN 37211
(36.087082, -86.6967)"
19-26254,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/09/2019,12/03/2019,09613006900,EL MOJITO MEXICAN RESTAURANT,,450  DONELSON PIKE,NASHVILLE,TN,37214.00000,15,37015100,"450 DONELSON PIKE
NASHVILLE, TN 37214
(36.151177, -86.666565)"
20-26848,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2020,09/10/2020,08601009300,CRAFTSMAN ON THE HILL,,3424  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015402,"3424 LEBANON PIKE
HERMITAGE, TN 37076
(36.189374, -86.627624)"
18-25782,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/28/2018,12/05/2019,08209037500,STEAMBOYS,,1210  2ND AVE N,NASHVILLE,TN,37208.00000,19,37019400,"1210 2ND AVE N
NASHVILLE, TN 37208
(36.177161, -86.784786)"
19-26325,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/21/2019,12/05/2019,08307000600,PORTER ROAD CITGO,mahmoud jboor,834  PORTER RD,NASHVILLE,TN,37206.00000,6,37011700,"834 PORTER RD
NASHVILLE, TN 37206
(36.186024, -86.730593)"
19-26326,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/21/2019,12/05/2019,07215023400,PORTER ROAD MARKET,mahmoud jboor,1520  PORTER RD,NASHVILLE,TN,37206.00000,7,37011400,"1520 PORTER RD
NASHVILLE, TN 37206
(36.194504, -86.725484)"
20-26781,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2020,09/10/2020,13215005900,CRACKER BARREL OLD COUNTRY STORE #26,,4323  SIDCO DR,NASHVILLE,TN,37204.00000,16,37980200,"4323 SIDCO DR
NASHVILLE, TN 37204
(36.082864, -86.761533)"
19-25986,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/22/2019,07/18/2019,08601007700,"LA ESTRELLA, LLC",,3466A  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015402,"3466A LEBANON PIKE
HERMITAGE, TN 37076
(36.19143, -86.625042)"
02-17877,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/23/2002,02/14/2002,15900023200,Richland Country Club,Richland Country Club,1  CLUB DR,NASHVILLE,TN,37215.00000,34,37018602,"1 CLUB DR
NASHVILLE, TN 37215
(36.050318, -86.823148)"
19-26182,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/31/2019,12/05/2019,09504001900,SMOKE & MORE MARKET,,2618  LEBANON PIKE,NASHVILLE,TN,37214.00000,15,37015200,"2618 LEBANON PIKE
NASHVILLE, TN 37214
(36.169547, -86.671541)"
19-26315,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/10/2019,12/05/2019,05900017900,K & K MARKET,Kerolos Kelini,2700  WHITES CREEK PIKE,NASHVILLE,TN,37207.00000,2,37012701,"2700 WHITES CREEK PIKE
NASHVILLE, TN 37207
(36.218585, -86.803778)"
19-26131,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/09/2019,12/05/2019,09216011400,CRAB FEVER,"DETONG CHEN, GUOXIAO HUANG",1907  WEST END AVE,NASHVILLE,TN,37203.00000,19,37019500,"1907 WEST END AVE
NASHVILLE, TN 37203
(36.152008, -86.798026)"
19-26357,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/07/2019,12/05/2019,09208001800,MARATHON MUSIC WORKS,,1402  CLINTON ST,NASHVILLE,TN,37203.00000,19,37014400,"1402 CLINTON ST
NASHVILLE, TN 37203
(36.164075, -86.796769)"
19-26042,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/20/2019,07/19/2019,09613015301,THE DONELSON PUB,,945  ALLEN RD,NASHVILLE,TN,37214.00000,15,37015502,"945 ALLEN RD
NASHVILLE, TN 37214
(36.150622, -86.665709)"
21-27107,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,09309016100,7-ELEVEN 41053H,DAVID SELTZER,1111  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"1111 BROADWAY
NASHVILLE, TN 37203
(36.156817, -86.786917)"
19-26062,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2019,07/25/2019,04900020001,Cafe Fontanella,"100% owner of BlueRoad Fontanel Holdings, LLC, 100% owner of BlueRoad Fontanel, LLC, 100% sole owner of BlueRoad Fontanel Operations, LLC",4127  WHITES CREEK PIKE,WHITES CREEK,TN,37189.00000,3,37010106,"4127 WHITES CREEK PIKE
WHITES CREEK, TN 37189
(36.257139, -86.830209)"
19-26100,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2019,07/25/2019,13415000300,LAVO LOUNGE,,1310K  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,28,37015613,"1310K ANTIOCH PIKE
NASHVILLE, TN 37211
(36.085349, -86.690568)"
19-26053,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/22/2019,07/25/2019,09313012300,SUPERICA,"Daniel VanLoh, William Ford Fry",605  OVERTON ST,NASHVILLE,TN,37203.00000,19,37019500,"605 OVERTON ST
NASHVILLE, TN 37203
(36.151472, -86.782369)"
19-26100,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2019,07/25/2019,13415000300,LAVO LOUNGE,,1310I  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,28,37015613,"1310I ANTIOCH PIKE
NASHVILLE, TN 37211
(36.085349, -86.690568)"
19-26206,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/15/2019,09/04/2019,11714012300,JOE'S PLACE,,2227  BANDYWOOD DR,NASHVILLE,TN,37215.00000,25,37017901,"2227 BANDYWOOD DR
NASHVILLE, TN 37215
(36.105036, -86.819089)"
19-26311,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/09/2019,12/11/2019,14900038700,LAS FAJITAS,,2419  EDGE O LAKE DR,NASHVILLE,TN,37217.00000,28,37015626,"2419 EDGE O LAKE DR
NASHVILLE, TN 37217"
19-26100,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2019,07/25/2019,13415000300,LAVO LOUNGE,,1310J  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,28,37015613,"1310J ANTIOCH PIKE
NASHVILLE, TN 37211
(36.085349, -86.690568)"
19-26075,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,06/04/2019,07/25/2019,05100015800,ST. JOSEPH CATHOLIC CHURCH - AROUND THE WORLD FESTIVAL,,1225  GALLATIN PIKE S,MADISON,TN,37115.00000,7,37010702,"1225 GALLATIN PIKE S
MADISON, TN 37115
(36.245427, -86.721932)"
19-26222,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/26/2019,12/06/2019,09306301100,RED PHONE BOOTH,,136  ROSA L PARKS BLVD,NASHVILLE,TN,37203.00000,19,37019500,"136 ROSA L PARKS BLVD
NASHVILLE, TN 37203
(36.16001, -86.782818)"
20-26833,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/29/2020,09/11/2020,04000014800,LITTLE GENERAL #72,Michael Edward Cox,500  HICKORY HILLS BLVD,WHITES CREEK,TN,37189.00000,3,37010201,"500 HICKORY HILLS BLVD
WHITES CREEK, TN 37189
(36.277626, -86.796319)"
19-26349,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/06/2019,12/06/2019,10214000700,HIGHTAIL #6653,,6931  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,22,37018301,"6931 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.130011, -86.900725)"
20-26879,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/13/2020,09/15/2020,06115005500,EL FUEGO RESTAURANT,,3917  GALLATIN PIKE,NASHVILLE,TN,37216.00000,8,37011200,"3917 GALLATIN PIKE
NASHVILLE, TN 37216
(36.217615, -86.72847)"
21-27083,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/15/2021,05/14/2021,09306405500,BIG MACHINE BREWERY & DISTILLERY,,122  3RD AVE S,NASHVILLE,TN,37201.00000,19,37019500,"122 3RD AVE S
NASHVILLE, TN 37201
(36.160801, -86.77548)"
19-26294,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/01/2019,12/11/2019,14200025900,RED LINE BAR &GRILL,,142  BELLE FOREST CIR,NASHVILLE,TN,37221.00000,22,37018401,"142 BELLE FOREST CIR
NASHVILLE, TN 37221
(36.076626, -86.922368)"
16-17322,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/01/2016,03/24/2016,14900031200,Kwik Sak #602,Sai Kruppa LLC,2791  Murfreesboro PIKE,Nashville,TN,37013.00000,32,37015629,"2791 Murfreesboro PIKE
Nashville, TN 37013
(36.067652, -86.631472)"
19-25947,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/22/2019,09/16/2020,09310018800,Yee-Haw Brewing & White Duck Taco,,423  6TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"423 6TH AVE S
NASHVILLE, TN 37203
(36.155092, -86.776767)"
21-27108,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,07106001900,7-ELEVEN 41043H,DAVID SELTZER,2200  BRICK CHURCH PIKE,NASHVILLE,TN,37207.00000,2,37012701,"2200 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.207277, -86.777902)"
19-26392,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/06/2019,09/24/2020,09116015700,OTTO'S,"James Green 49%, Louisa Green 51%",4210  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"4210 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152326, -86.838167)"
20-26896,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",08/28/2020,09/24/2020,09503012200,TENNFOLD,,2408  LEBANON PIKE,NASHVILLE,TN,37214.00000,15,37015200,"2408 LEBANON PIKE
NASHVILLE, TN 37214
(36.169127, -86.68185)"
20-26417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/06/2020,09/24/2020,07500002600,ANDREW JACKSON'S HERMITAGE,,4580  RACHELS LN,HERMITAGE,TN,37076.00000,11,37015401,"4580 RACHELS LN
HERMITAGE, TN 37076
(36.212821, -86.611722)"
19-26033,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/16/2019,07/26/2019,16300023700,Slim & Husky's Antioch,,5270  HICKORY HOLLOW PKWY,ANTIOCH,TN,37013.00000,32,37015628,"5270 HICKORY HOLLOW PKWY
ANTIOCH, TN 37013
(36.048084, -86.656445)"
19-25994,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/25/2019,07/26/2019,12001012900,PUPUSERIA REINA LA BENDICION #2,,1132  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,13,37015802,"1132 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.125058, -86.708852)"
05-18322,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2005,04/14/2005,09114017900,Cinco De Mayo,"La Batalla, Inc.",358  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.00000,24,37018101,"358 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.149039, -86.857894)"
19-26056,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2019,09/06/2019,04316003900,Live Bar & Grill,,91  VANDIVER DR,MADISON,TN,37115.00000,9,37010402,"91 VANDIVER DR
MADISON, TN 37115
(36.262431, -86.678172)"
20-26464,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/03/2020,05/14/2020,13414005200,TWICE DAILY #6227,,1277  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,13,37015613,"1277 ANTIOCH PIKE
NASHVILLE, TN 37211
(36.087839, -86.692518)"
19-26336,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/28/2019,05/14/2020,09216004000,GRADUATE NASHVILLE HOTEL,,101  20TH AVE N,NASHVILLE,TN,37203.00000,21,37019500,"101 20TH AVE N
NASHVILLE, TN 37203
(36.151379, -86.799329)"
19-26300,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/02/2019,05/14/2020,09605018800,AMERICAN LEGION POST 88,Len L. Chappell,2717  MCCAMPBELL AVE,NASHVILLE,TN,37214.00000,15,37015501,"2717 MCCAMPBELL AVE
NASHVILLE, TN 37214
(36.160593, -86.661004)"
20-26504,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/18/2020,05/14/2020,09600005700,"LOS TRES AMIGOS #2, LLC",RICARDO PEREZ,559  STEWARTS FERRY PIKE,NASHVILLE,TN,37214.00000,14,37015501,"559 STEWARTS FERRY PIKE
NASHVILLE, TN 37214
(36.157301, -86.635113)"
20-26531,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/09/2020,05/14/2020,08213040500,THIRD AND HOME,,919  3RD AVE N,NASHVILLE,TN,37201.00000,19,37019400,"919 3RD AVE N
NASHVILLE, TN 37201
(36.172543, -86.78311)"
20-26437,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/17/2020,05/15/2020,04415043300,BURGER AND CO,Bruce Leigh,700  HADLEY AVE,OLD HICKORY,TN,37138.00000,11,37010501,"700 HADLEY AVE
OLD HICKORY, TN 37138
(36.263837, -86.647735)"
15-17214,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,07013007800,Walgreens #05869,Walgreen Co,3130  Clarksville PIKE,Nashville,TN,37218.00000,2,12800126,"3130 Clarksville PIKE
Nashville, TN 37218
(36.193323, -86.830658)"
20-26481,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2020,05/20/2020,09306210000,GLEN CAMPBELL MUSEUM AND RHINESTONE STAGE,,111  BROADWAY   200,NASHVILLE,TN,37201.00000,19,37019500,"111 BROADWAY 200
NASHVILLE, TN 37201
(36.162036, -86.774916)"
19-26055,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,05/22/2019,08/06/2019,10407013400,VANDERBILT FOOTBALL ALUMNI TAILGATE,Charlotte Siegel,2601  JESS NEELY DR,NASHVILLE,TN,37212.00000,18,37016500,"2601 JESS NEELY DR
NASHVILLE, TN 37212
(36.142887, -86.808355)"
19-26060,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2019,09/06/2019,10507044700,B1281,,1281  3RD AVE S,NASHVILLE,TN,37210.00000,17,37016000,"1281 3RD AVE S
NASHVILLE, TN 37210
(36.141876, -86.763414)"
19-26211,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/21/2019,09/12/2019,09306406200,THE PARTY LINE,,1  SYMPHONY PL,NASHVILLE,TN,37201.00000,19,37019500,"1 SYMPHONY PL
NASHVILLE, TN 37201
(36.160351, -86.775582)"
19-26136,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/09/2019,08/08/2019,10403006300,HOLIDAY INN NASHVILLE VANDERBILT,,2613  WEST END AVE,NASHVILLE,TN,37203.00000,18,37016600,"2613 WEST END AVE
NASHVILLE, TN 37203
(36.145499, -86.81146)"
19-26151,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/17/2019,08/08/2019,11714005500,NORTH ITALIA,,2159  GREEN HILLS VILLAGE DR,NASHVILLE,TN,37215.00000,25,37017901,"2159 GREEN HILLS VILLAGE DR
NASHVILLE, TN 37215
(36.108462, -86.814224)"
19-26047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/20/2019,08/08/2019,09309016800,SAINT A�EJO,,1120  MCGAVOCK ST,NASHVILLE,TN,37203.00000,19,37019500,"1120 MCGAVOCK ST
NASHVILLE, TN 37203
(36.155867, -86.78605)"
19-26058,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/24/2019,08/08/2019,16300019300,TWICE DAILY #7111,,5272  CANE RIDGE RD,ANTIOCH,TN,37013.00000,32,37019111,"5272 CANE RIDGE RD
ANTIOCH, TN 37013
(36.045407, -86.661609)"
19-26122,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/28/2019,12/13/2019,09102028500,BURGER JOINT,,5511  CENTENNIAL BLVD,NASHVILLE,TN,37209.00000,20,37013300,"5511 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.166099, -86.855526)"
19-26086,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/10/2019,12/13/2019,07207023000,"I LOVE LOU, LLC",,1304  MCGAVOCK PIKE,NASHVILLE,TN,37216.00000,7,37011400,"1304 MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.204353, -86.725358)"
19-26269,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/19/2019,12/18/2019,10504005800,MENA'S MARKET,,141  LAFAYETTE ST,NASHVILLE,TN,37210.00000,17,37016000,"141 LAFAYETTE ST
NASHVILLE, TN 37210
(36.147738, -86.759166)"
20-26856,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/15/2020,09/25/2020,16300008700,TNT'S BILLIARDS BAR AND GRILL,Tim Olson    100%,1015  BELL RD,ANTIOCH,TN,37013.00000,32,37015628,"1015 BELL RD
ANTIOCH, TN 37013
(36.045921, -86.658209)"
20-26454,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/27/2020,09/25/2020,14200026800,HOOKS SEAFOOD KITCHEN,,7073  HIGHWAY 70  S,NASHVILLE,TN,37221.00000,34,37018404,"7073 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.074642, -86.920313)"
15-20215,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/14/2015,12/03/2015,09310034700,Bar Sovereign,Bar Sovereign LLC,514  5th AVE S,Nashville,TN,37203.00000,19,37019500,"514 5th AVE S
Nashville, TN 37203
(36.154863, -86.774734)"
19-26302,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2019,12/19/2019,09215011000,EXIT/IN/HURRY BACK,,2208  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2208 ELLISTON PL
NASHVILLE, TN 37203
(36.151168, -86.804279)"
19-26237,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/30/2019,12/19/2019,14908005600,PMEX CORPORATION,CARLOS VALERO,469  BELL RD,NASHVILLE,TN,37217.00000,29,37015612,"469 BELL RD
NASHVILLE, TN 37217
(36.072942, -86.635799)"
19-26266,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/17/2019,12/19/2019,06002025600,DIVERSE ENTERPRISE INC.,,3069  BRICK CHURCH PIKE,NASHVILLE,TN,37207.00000,2,37010904,"3069 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.232291, -86.781484)"
19-26235,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/29/2019,12/19/2019,09216025900,THE DOGWOOD NASHVILLE,,1907B  DIVISION ST,NASHVILLE,TN,37203.00000,19,37019500,"1907B DIVISION ST
NASHVILLE, TN 37203
(36.150052, -86.796451)"
