,Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Address,City,State,Zip,Mapped Location
438,18-25438,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/27/2018,04/12/2018,12800018700,EASTERN PEAK,8121  SAWYER BROWN RD  201,NASHVILLE,TN,37221.0,"8121 SAWYER BROWN RD 201
NASHVILLE, TN 37221
(36.080175, -86.94446)"
439,09-18944,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/17/2007,01/23/2009,09306203000,Wild Beaver Saloon,212  Commerce ST,Nashville,TN,37201.0,"212 Commerce ST
Nashville, TN 37201
(36.163056, -86.776512)"
440,94-15720,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/03/1993,02/01/1994,10404002400,San Antonio Taco Co.,416  21st AVE S,Nashville,TN,37212.0,"416 21st AVE S
Nashville, TN 37212
(36.146188, -86.799521)"
441,04-18184,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/05/2004,04/08/2004,10700007700,Hotel Preston,733  Briley PKWY,Nashville,TN,37217.0,"733 Briley PKWY
Nashville, TN 37217
(36.14147, -86.700332)"
442,13-19741,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/24/2013,06/13/2013,13315014500,Taj India Restaurant,3943  Nolensville PIKE,Nashville,TN,37211.0,"3943 Nolensville PIKE
Nashville, TN 37211
(36.085441, -86.728671)"
443,06-18474,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/31/2006,04/27/2006,09114017900,Cinco De Mayo,358  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.0,"358 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.149039, -86.857894)"
444,94-15724,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/28/1993,02/01/1994,10408012600,Pizza Perfect,1602  21st AVE S,Nashville,TN,37212.0,"1602 21st AVE S
Nashville, TN 37212
(36.138581, -86.800655)"
445,16-20252,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/26/2016,03/24/2016,13600007400,Betty Lou's Restaurant and Lou,2819  Smith Springs RD,Nashville,TN,37217.0,"2819 Smith Springs RD
Nashville, TN 37217
(36.087905, -86.608313)"
446,16-01003,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/24/2016,06/13/2016,09211038600,"Blackstone Brewing Company, LL",2312  Clifton AVE,Nashville,TN,37209.0,"2312 Clifton AVE
Nashville, TN 37209
(36.157913, -86.810097)"
447,13-19788,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/26/2013,09/12/2013,10501023300,Bella Napoli Pizzeria,1200  Villa PL  206,Nashville,TN,37212.0,"1200 Villa PL 206
Nashville, TN 37212
(36.142756, -86.791967)"
448,18-25559,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/18/2018,02/04/2019,09315017400,NEW HEIGHTS BREWING,928  5TH AVE S,NASHVILLE,TN,37203.0,"928 5TH AVE S
NASHVILLE, TN 37203
(36.148833, -86.770818)"
449,18-25801,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2018,01/11/2019,16100026500,TOYAMA JAPANESE STEAK HOUSE,15532  OLD HICKORY BLVD,NASHVILLE,TN,37211.0,"15532 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.039888, -86.741034)"
450,13-19723,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/15/2013,05/09/2013,16100026000,Las Palmas Mexican Restaurant,15560  Old Hickory BLVD,Nashville,TN,37203.0,"15560 Old Hickory BLVD
Nashville, TN 37203
(36.039958, -86.742093)"
451,16-01001,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/17/2016,03/11/2016,06115000800,Variedades El Quetzal R&R,3935  Gallatin PIKE,Nashville,TN,37216.0,"3935 Gallatin PIKE
Nashville, TN 37216
(36.218977, -86.727755)"
452,17-20489,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/26/2016,05/02/2017,08104003700,Fairfield Inn & Suites,100  French Landing DR,Nashville,TN,37228.0,"100 French Landing DR
Nashville, TN 37228
(36.188997, -86.797112)"
453,16-20392,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/27/2016,12/22/2016,08310018500,Urban Cowboy Public House,103 N 16TH ST,NASHVILLE,TN,37206.0,"103 N 16TH ST
NASHVILLE, TN 37206
(36.176915, -86.741913)"
454,17-25267,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2017,03/09/2018,09503001300,MIRKO PASTA,2264  LEBANON PIKE,NASHVILLE,TN,37214.0,"2264 LEBANON PIKE
NASHVILLE, TN 37214
(36.168774, -86.684907)"
455,00-17637,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/31/2000,09/14/2000,09306100100,Morton's of Chicago- The Steak,618  Church ST,Nashville,TN,37219.0,"618 Church ST
Nashville, TN 37219
(36.162209, -86.782374)"
456,15-00986,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/04/2015,05/28/2015,07103002700,Bellshire Pizza,2504  Dickerson PIKE,Nashville,TN,37207.0,"2504 Dickerson PIKE
Nashville, TN 37207
(36.210782, -86.765508)"
457,16-20372,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/22/2016,11/17/2016,06111021400,TKO,4204  Gallatin PIKE,Nashville,TN,37216.0,"4204 Gallatin PIKE
Nashville, TN 37216
(36.224613, -86.725568)"
458,19-25938,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2019,04/25/2019,11714017600,SANTO,3998  HILLSBORO PIKE,NASHVILLE,TN,37215.0,"3998 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.104833, -86.81456)"
459,12-00154,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/06/2012,04/26/2012,07113000300,Det Distributing Company,245  Great Circle RD,Nashville,TN,37228.0,"245 Great Circle RD
Nashville, TN 37228
(36.196051, -86.792499)"
460,12-19588,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Tennessee Ballroom,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
461,11-19347,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/29/2011,08/24/2011,12000012000,Monell's at the Manor,1400  Murfreesboro PIKE,Nashville,TN,37214.0,"1400 Murfreesboro PIKE
Nashville, TN 37214
(36.113781, -86.691044)"
462,15-20178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/18/2015,09/16/2015,11715015300,Green Hills Grille,2002  Richard Jones RD  A104,Nashville,TN,37215.0,"2002 Richard Jones RD A104
Nashville, TN 37215
(36.104579, -86.8118)"
463,15-20096,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/09/2015,04/23/2015,16100008200,Midori Japanese Korean Rest.,5560  NOLENSVILLE PIKE  MEXICAN RE,NASHVILLE,TN,37211.0,"5560 NOLENSVILLE PIKE MEXICAN RE
NASHVILLE, TN 37211
(36.046745, -86.713407)"
464,14-20009,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/26/2014,11/20/2014,14700000800,WingStop,4122  Nolensville PIKE,Nashville,TN,37211.0,"4122 Nolensville PIKE
Nashville, TN 37211
(36.078433, -86.726001)"
465,20-26915,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/08/2020,05/13/2021,09314021600,THE BLUE ROOM,623  7TH AVE S,NASHVILLE,TN,37203.0,"623 7TH AVE S
NASHVILLE, TN 37203
(36.15217, -86.777756)"
466,12-19439,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/23/2012,04/12/2012,09306406300,The Southern,150  3rd AVE S,Nashville,TN,37201.0,"150 3rd AVE S
Nashville, TN 37201
(36.160091, -86.775017)"
467,94-15736,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/26/1993,02/01/1994,13400013700,Las Palmas Mexican Restaurant,1400  Antioch PIKE,Nashville,TN,37013.0,"1400 Antioch PIKE
Nashville, TN 37013
(36.083188, -86.688886)"
468,10-19188,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/29/2010,05/21/2010,09700000000001,Nashville Shores Water Park,4001  Bell RD,Hermitage,TN,37076.0,"4001 Bell RD
Hermitage, TN 37076
(36.165229, -86.603207)"
469,19-25826,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/07/2019,04/15/2019,09500011600,HILTON GARDEN INN NASHVILLE AIRPORT,412  ROYAL PKWY,NASHVILLE,TN,37214.0,"412 ROYAL PKWY
NASHVILLE, TN 37214
(36.150893, -86.67704)"
470,11-19258,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/08/2011,03/09/2011,09306207100,Buffalo's Billiards Parlor,154  2nd AVE N,Nashville,TN,37201.0,"154 2nd AVE N
Nashville, TN 37201
(36.163518, -86.776222)"
471,12-19575,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Presidential Ballroom,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
472,16-00997,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/17/2015,02/01/2016,14903016100,Amys Ethiopian Rest & Market,2510  Murfreesboro PIKE  10,Nashville,TN,37217.0,"2510 Murfreesboro PIKE 10
Nashville, TN 37217
(36.078678, -86.643493)"
473,11-19259,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/24/2011,03/10/2011,08309021400,Drifters,1008  Woodland ST  B,Nashville,TN,37206.0,"1008 Woodland ST B
Nashville, TN 37206
(36.177124, -86.750967)"
474,15-20211,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/19/2015,11/19/2015,09216017400,aloft Nashville West End,1719  West End AVE,Nashville,TN,37203.0,"1719 West End AVE
Nashville, TN 37203
(36.153109, -86.795789)"
475,10-19205,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/11/2010,10/28/2010,09216025200,Rebar,1919  Division ST,Nashville,TN,37203.0,"1919 Division ST
Nashville, TN 37203
(36.149549, -86.797344)"
476,94-16001,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/18/1993,02/01/1994,13001010000,Sportsman's Grille,5405  Harding PIKE,Nashville,TN,37205.0,"5405 Harding PIKE
Nashville, TN 37205
(36.099462, -86.871678)"
477,17-25026,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/17/2017,09/07/2017,09116000900,TAQUERIA DEL SOL,4500  CHARLOTTE AVE,NASHVILLE,TN,37209.0,"4500 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152211, -86.841213)"
478,15-20066,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/24/2015,03/12/2015,18300004400,Acapulco Burrito,13020  Old Hickory BLVD,Antioch,TN,37013.0,"13020 Old Hickory BLVD
Antioch, TN 37013
(36.015703, -86.620135)"
479,18-25798,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/05/2018,03/28/2019,11714017600,BRIXX,2035  RICHARD JONES RD,NASHVILLE,TN,37215.0,"2035 RICHARD JONES RD
NASHVILLE, TN 37215
(36.104742, -86.813994)"
480,13-19774,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/19/2013,08/08/2013,16100030500,Fogatas,5560  Nolensville PIKE,Nashville,TN,37211.0,"5560 Nolensville PIKE
Nashville, TN 37211
(36.046745, -86.713407)"
481,18-25359,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/02/2018,09/13/2018,09302305500,FAIRLANE HOTEL,401  UNION ST,NASHVILLE,TN,37219.0,"401 UNION ST
NASHVILLE, TN 37219
(36.165034, -86.779826)"
482,14-19898,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/02/2014,05/29/2014,09306103001,Frothy Monkey,235  5th AVE N,Nashville,TN,37219.0,"235 5th AVE N
Nashville, TN 37219
(36.164161, -86.780833)"
483,18-25601,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/24/2018,08/31/2018,11816002600,STAY GOLDEN RESTAURANT AND ROASTERY,2934  SIDCO DR  130,NASHVILLE,TN,37204.0,"2934 SIDCO DR 130
NASHVILLE, TN 37204
(36.107946, -86.755637)"
484,17-25131,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/19/2017,10/06/2017,093090B00200CO,MILK & HONEY NASHVILLE,214  11TH AVE S,NASHVILLE,TN,37203.0,"214 11TH AVE S
NASHVILLE, TN 37203
(36.15391, -86.784243)"
485,18-25575,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/29/2018,07/26/2018,093023D00100CO,FLEET STREET PUB,207  PRINTERS ALY  101,NASHVILLE,TN,37201.0,"207 PRINTERS ALY 101
NASHVILLE, TN 37201
(36.164424, -86.778644)"
486,16-20335,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/15/2016,09/08/2016,08208013800,Mas Tacos Por Favor,732  McFerrin AVE,Nashville,TN,37206.0,"732 McFerrin AVE
Nashville, TN 37206
(36.184747, -86.754422)"
487,12-19426,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/23/2012,03/08/2012,16900001400,Loveless Cafe,8400  Highway 100,Nashville,TN,37221.0,"8400 Highway 100
Nashville, TN 37221
(36.034799, -86.971834)"
488,14-00170,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/19/2013,08/18/2014,07113001500,Honky Tonk Brewing Co.,240  Cumberland BND  B,Nashville,TN,37228.0,"240 Cumberland BND B
Nashville, TN 37228
(36.195054, -86.787597)"
489,18-25650,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/15/2018,02/14/2019,09310049000,"NP 5TH, LLC",410  5TH AVE S,NASHVILLE,TN,37203.0,"410 5TH AVE S
NASHVILLE, TN 37203
(36.156228, -86.775648)"
490,94-16208,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/05/1994,05/25/1994,09306307700,Jack's On Broadway Bar B Que,416  Broadway,Nashville,TN,37203.0,"416 Broadway
Nashville, TN 37203
(36.160728, -86.777905)"
491,15-20116,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/15/2015,06/11/2015,07509015400,Roadside Bar & Grill,4617  Old Hickory BLVD,Old Hickory,TN,37138.0,"4617 Old Hickory BLVD
Old Hickory, TN 37138
(36.202791, -86.621555)"
492,17-00201,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",02/16/2017,03/10/2017,11400013700,Tailgate Beer,7300  Charlotte PIKE,Nashville,TN,37209.0,"7300 Charlotte PIKE
Nashville, TN 37209
(36.119404, -86.91924)"
493,16-20341,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/14/2016,09/28/2016,09303012500,DoubleTree by Hilton Hotel,315  4th ST N,Nashville,TN,37219.0,"315 4th ST N
Nashville, TN 37219
(36.165393, -86.780063)"
494,14-19987,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/28/2014,10/16/2014,16300025500,Smoky Mountain Sportservice at,5264  Hickory Hollow PKWY,Antioch,TN,37013.0,"5264 Hickory Hollow PKWY
Antioch, TN 37013
(36.048374, -86.656985)"
495,18-25435,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/23/2018,05/25/2018,09107005700,51ST DELI,1314  51ST AVE N,NASHVILLE,TN,37209.0,"1314 51ST AVE N
NASHVILLE, TN 37209
(36.161521, -86.849092)"
496,13-19832,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/03/2013,12/18/2013,07513024600,Mozzarella Pizzeria,3912  Lebanon PIKE,Hermitage,TN,37076.0,"3912 Lebanon PIKE
Hermitage, TN 37076
(36.19354, -86.623215)"
497,16-20377,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/20/2016,12/05/2016,11909019900,Ginger Thai Inc,2861  Logan ST,Nashville,TN,37211.0,"2861 Logan ST
Nashville, TN 37211
(36.110873, -86.741881)"
498,94-16016,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/17/1993,02/01/1994,11601001000,Hillwood Country Club,6201  Hickory Valley RD,Nashville,TN,37205.0,"6201 Hickory Valley RD
Nashville, TN 37205
(36.122586, -86.872023)"
499,16-20239,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/30/2015,02/23/2016,09216019000,Donatos,1915  Broadway,Nashville,TN,37203.0,"1915 Broadway
Nashville, TN 37203
(36.14999, -86.7976)"
500,17-25019,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/16/2017,01/19/2018,09306310700,MELLOW MUSHROOM,423  BROADWAY,NASHVILLE,TN,37203.0,"423 BROADWAY
NASHVILLE, TN 37203
(36.160672, -86.778047)"
501,94-00118,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/27/1993,02/01/1994,08100002400,Rhodes Golf Clubhouse,1901  Ed Temple BLVD,Nashville,TN,37208.0,"1901 Ed Temple BLVD
Nashville, TN 37208
(36.184191, -86.82383)"
502,17-25149,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2017,08/24/2017,16104019000,"LOS CANTARITOS MEXICAN GRILL, INC.",5207  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,"5207 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.054797, -86.715425)"
503,94-16315,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/12/1993,02/01/1994,04212000700,Madison Lodge #2473,308  Williams AVE,Madison,TN,37116.0,"308 Williams AVE
Madison, TN 37116
(36.267607, -86.715116)"
504,13-19686,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/25/2013,03/14/2013,07300001700,Moe's Southwest Grill,521  Opry Mills DR,Nashville,TN,37214.0,"521 Opry Mills DR
Nashville, TN 37214
(36.206632, -86.694926)"
505,21-27180,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/19/2021,05/28/2021,03402009500,SOHO MADISON LLC,271  GLEAVES ST,GOODLETTSVILLE,TN,37072.0,"271 GLEAVES ST
GOODLETTSVILLE, TN 37072"
506,05-00729,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/30/2004,01/31/2005,13415003000,21 Club,1331  Antioch PIKE,Nashville,TN,37211.0,"1331 Antioch PIKE
Nashville, TN 37211
(36.084036, -86.689559)"
507,17-25268,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2017,01/04/2018,08209041300,VUI'S KITCHEN GERMANTOWN,1120  4TH AVE N 101,NASHVILLE,TN,37208.0,"1120 4TH AVE N 101
NASHVILLE, TN 37208
(36.17571, -86.786731)"
508,14-19982,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/03/2014,10/08/2014,13413024700,Hooters of Nashville Largo Dr,217  Largo DR,Nashville,TN,37211.0,"217 Largo DR
Nashville, TN 37211
(36.084522, -86.702558)"
509,15-00174,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",08/13/2014,05/07/2015,07900007300,Best Brands Inc,7337  Cockrill Bend BLVD,Nashville,TN,37209.0,"7337 Cockrill Bend BLVD
Nashville, TN 37209
(36.176111, -86.894646)"
510,94-16077,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/02/1993,02/01/1994,13400018600,Mikado Japanese Steak House,410  Metroplex DR,Nashville,TN,37211.0,"410 Metroplex DR
Nashville, TN 37211
(36.087796, -86.695841)"
511,11-19361,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/06/2011,09/29/2011,11603000500,El Stuffed Pepper Mexican Rest,4520  Harding PIKE,Nashville,TN,37205.0,"4520 Harding PIKE
Nashville, TN 37205
(36.124324, -86.848523)"
512,17-25280,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",10/12/2017,12/19/2018,08305018200,TAILGATE BREWERY EAST NASHVILLE,811  GALLATIN AVE,NASHVILLE,TN,37206.0,"811 GALLATIN AVE
NASHVILLE, TN 37206
(36.186415, -86.74721)"
513,10-19092,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/30/2010,10/14/2010,09216020500,Great American Lounge,1715  Broadway,Nashville,TN,37203.0,"1715 Broadway
Nashville, TN 37203
(36.152257, -86.795086)"
514,16-20363,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/2016,10/21/2016,13001005200,Giovanni's West,106  Harding PL,Nashville,TN,37205.0,"106 Harding PL
Nashville, TN 37205
(36.101927, -86.869403)"
515,18-25646,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",08/10/2018,11/15/2018,10503020600,JACKALOPE BREWING COMPANY,429B  HOUSTON ST,NASHVILLE,TN,37203.0,"429B HOUSTON ST
NASHVILLE, TN 37203
(36.142883, -86.76697)"
516,00-17595,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/08/2000,05/09/2000,09601014400,Fletcher's Pizza,2715  Old Lebanon PIKE,Nashville,TN,37214.0,"2715 Old Lebanon PIKE
Nashville, TN 37214
(36.169811, -86.668075)"
517,19-25894,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/2019,03/15/2019,14200027400,BELLEVUE DINER,7071  OLD HARDING PIKE,NASHVILLE,TN,37221.0,"7071 OLD HARDING PIKE
NASHVILLE, TN 37221
(36.073738, -86.923226)"
518,15-20177,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/18/2015,09/14/2015,09305200000001,The Capitol Hotel,711  Union ST,Nashville,TN,37219.0,"711 Union ST
Nashville, TN 37219
(36.16315, -86.784209)"
519,18-25643,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/10/2018,09/14/2018,06012005200,ALIBI RESTAURANT & LOUNGE,2919  DICKERSON PIKE,NASHVILLE,TN,37207.0,"2919 DICKERSON PIKE
NASHVILLE, TN 37207
(36.222953, -86.76122)"
520,13-19785,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/13/2013,09/03/2013,11714017300,Green Hills 16,3815  Green Hills Village DR,Nashville,TN,37215.0,"3815 Green Hills Village DR
Nashville, TN 37215
(36.108825, -86.815459)"
521,16-20308,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/30/2016,07/25/2016,11714005500,Carrabba's Italian Grill,2110  Green Hills Village DR,Nashville,TN,37215.0,"2110 Green Hills Village DR
Nashville, TN 37215
(36.107845, -86.813039)"
522,08-18876,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2008,07/24/2008,09309032700,The Flying Saucer,111  10th AVE S,Nashville,TN,37203.0,"111 10th AVE S
Nashville, TN 37203
(36.156818, -86.78368)"
523,00-00507,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/03/2000,01/26/2000,09115025000,Betty's Grill,4900  CHARLOTTE AVE,NASHVILLE,TN,37209.0,"4900 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152041, -86.846095)"
524,12-19563,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Jackson C-D,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
525,21-27221,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,05/01/2021,05/28/2021,08216009400,Nashville Helping Nashville,700  WOODLAND ST,NASHVILLE,TN,37206.0,"700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
526,07-18617,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2006,01/11/2007,09216001800,Loews Vanderbilt (Mezzanine),2100  West End AVE,Nashville,TN,37203.0,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
527,16-20356,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/28/2016,10/13/2016,09216025600,Loser's Most Wanted Bar,1911  Division ST,Nashville,TN,37203.0,"1911 Division ST
Nashville, TN 37203
(36.149826, -86.796857)"
528,12-19586,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Solario,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
529,05-18395,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/13/2005,10/13/2005,11714005500,The Cheesecake Factory,2133  Green Hills Village DR,Nashville,TN,37215.0,"2133 Green Hills Village DR
Nashville, TN 37215
(36.108504, -86.814774)"
530,16-20389,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/15/2016,12/19/2016,09116016500,The Urban Juicer,4201  Charlotte AVE,Nashville,TN,37209.0,"4201 Charlotte AVE
Nashville, TN 37209
(36.15236, -86.83728)"
531,16-20240,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/23/2015,02/26/2016,09306104300,Blend Bar with Davidoff Cigars,508  Church ST,Nashville,TN,37219.0,"508 Church ST
Nashville, TN 37219
(36.162961, -86.78063)"
532,10-19209,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/19/2010,11/04/2010,09309023000,Whiskey Kitchen,118  12th AVE S,Nashville,TN,37203.0,"118 12th AVE S
Nashville, TN 37203
(36.155393, -86.7867)"
533,16-00189,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",08/15/2016,09/08/2016,07900004500,"Delirium Wine & Spirits, Inc.",7131  Centennial PL,Nashville,TN,37209.0,"7131 Centennial PL
Nashville, TN 37209
(36.177786, -86.877703)"
534,19-25964,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/02/2019,04/25/2019,09314055700,THE CHEF AND I ON NINTH,611  9TH AVE S,NASHVILLE,TN,37203.0,"611 9TH AVE S
NASHVILLE, TN 37203
(36.150996, -86.78048)"
535,94-15999,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/11/1993,02/01/1994,11613010000,"Sperry's Restaurant, Inc.",5109  Harding PIKE,Nashville,TN,37205.0,"5109 Harding PIKE
Nashville, TN 37205
(36.104901, -86.868726)"
536,15-20040,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/16/2014,01/08/2015,10511023800,Smokin Thighs LLC,611  Wedgewood AVE,Nashville,TN,37203.0,"611 Wedgewood AVE
Nashville, TN 37203
(36.133391, -86.769935)"
537,94-00064,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/30/1993,02/01/1994,10307007500,McCabe Golf Course,4601  MURPHY RD  CLUB HOUSE,NASHVILLE,TN,37209.0,"4601 MURPHY RD CLUB HOUSE
NASHVILLE, TN 37209"
538,94-16018,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/09/1993,02/01/1994,14200026800,Cancun Mexican Rest.,7077  Highway 70  S,Nashville,TN,37221.0,"7077 Highway 70 S
Nashville, TN 37221
(36.074787, -86.919884)"
539,18-25645,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/10/2018,11/15/2018,10503020600,JACKALOPE BREWING COMPANY,429B  HOUSTON ST,NASHVILLE,TN,37203.0,"429B HOUSTON ST
NASHVILLE, TN 37203
(36.142883, -86.76697)"
540,18-25814,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/20/2018,04/11/2019,149030E00900CO,TONY'S MEXICAN RESTAURANT,2635  LAKEVILLA DR,NASHVILLE,TN,37217.0,"2635 LAKEVILLA DR
NASHVILLE, TN 37217
(36.078427, -86.640443)"
